fifa_id,name,squad_id,team,position,price,status,total_points,avg_points,matches_played,percent_selected,round_1_points,round_2_points,round_3_points,round_4_points,next_fixture,betano_matched_name,betano_match_score,anytime_scorer_odd,anytime_scorer_prob,first_scorer_odd,first_scorer_prob,last_scorer_odd,match_home,match_away,is_home,opponent,match_home_win_odd,match_draw_odd,match_away_win_odd,match_btts_prob,match_over_25_odd,match_over_25_prob,match_over_35_odd,team_over_05_odd,team_over_15_odd,team_score_prob,team_score_2_prob,team_cs_prob,team_qualify_odd,team_win2_odd,opp_over_05_odd,opp_score_prob,opp_cs_prob,stat_GS,stat_AS,stat_CS,stat_GC,stat_MP,stat_YC,stat_RC,stat_ST,stat_SB,stat_CC,stat_PS,stat_T,stat_S,stat_SXI,stat_OG,stat_PC,stat_PW,stat_FK,fbref_MP,fbref_Starts,fbref_Min,fbref_90s,fbref_Gls,fbref_Ast,fbref_G+A,fbref_G-PK,fbref_TklW,fbref_Int,fbref_GA,fbref_Saves,fbref_CS,fbref_PKA,fbref_PKsv,fbref_CrdY,fbref_CrdR,fbref_PK,fbref_PKatt,fbref_SoTA,fbref_PKm,fbref_Sh,fbref_SoT,fbref_Fls,fbref_Fld,fbref_Off,fbref_Crs,fbref_OG,fbref_2CrdY,fbref_Save%,fbref_CS%,fbref_GA90,fbref_SoT%,fbref_Sh/90,fbref_SoT/90,fbref_G/Sh,fbref_G/SoT,fbref_Pos,fbref_Squad,fbref_Comp,fbref_Age,fbref_fbref_multi_club,fbref_matched_player,fbref_match_dist
1259,Chris Richards,47,USA,DEF,4.1,playing,10,5.0,2,0.7,2.0,8.0,,,76.0,Chris Richards,100.0,7.0,0.1429,18.0,0.0556,18.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,1.0,1.0,180.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33,31,2827,31.4,1,0,1,1,35,43,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,15,2,17,5,0,14,0,0,,,,13.3,0.48,0.06,0.07,0.5,DF,Crystal Palace,eng Premier League,25.0,False,Chris Richards,0
1260,Joe Scally,47,USA,DEF,4.1,playing,2,1.0,2,0.0,,1.0,1.0,,76.0,Joe Scally,100.0,8.25,0.1212,21.0,0.0476,22.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,1.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,29,2608,29.0,2,3,5,2,27,18,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0.0,0.0,16,10,33,51,3,47,1,0,,,,62.5,0.55,0.35,0.13,0.2,"DF,MF",Gladbach,de Bundesliga,22.0,False,Joe Scally,0
1261,Tim Ream,47,USA,DEF,3.9,playing,11,5.5,2,0.7,2.0,9.0,,,76.0,Tim Ream,100.0,12.0,0.0833,32.0,0.0312,32.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,1.0,1.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Mark McKenzie,47,USA,DEF,3.9,playing,0,0.0,1,0.1,,,0.0,,76.0,Mark McKenzie,100.0,8.25,0.1212,21.0,0.0476,22.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,0.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30,28,2494,27.7,0,2,2,0,31,25,0.0,0.0,0.0,0.0,0.0,7,1,0,0,0.0,0.0,6,1,35,12,1,4,0,0,,,,16.7,0.22,0.04,0.0,0.0,DF,Toulouse,fr Ligue 1,26.0,False,Mark McKenzie,0
1263,Auston Trusty,47,USA,DEF,3.9,playing,10,5.0,2,0.1,,1.0,9.0,,76.0,,,150.0,0.0067,,,,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,1.0,0.0,1.0,3.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Alexander Freeman,47,USA,DEF,4.0,playing,24,8.0,3,9.7,7.0,16.0,1.0,,76.0,Alex Freeman,82.75862068965517,7.0,0.1429,18.0,0.0556,18.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,1.0,1.0,1.0,2.0,193.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Timothy Weah,47,USA,MID,5.8,playing,2,1.0,2,0.2,1.0,,1.0,,76.0,Timothy Weah,100.0,3.4,0.2941,8.0,0.125,8.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,26,2253,25.0,2,2,4,2,35,15,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,29,10,32,18,1,62,0,0,,,,34.5,1.16,0.4,0.07,0.2,"MF,DF",Marseille,fr Ligue 1,25.0,False,Timothy Weah,0
1266,Ricardo Pepi,47,USA,FWD,5.9,playing,5,1.7,3,0.1,1.0,2.0,2.0,,76.0,Ricardo Pepi,100.0,2.07,0.4831,4.35,0.2299,4.35,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,1.0,4.0,182.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Folarin Balogun,47,USA,FWD,6.0,playing,19,9.5,2,4.1,15.0,4.0,,,76.0,Folarin Balogun,100.0,1.87,0.5348,3.8,0.2632,3.8,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,2.0,1.0,2.0,0.0,161.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,26,2230,24.8,13,4,17,10,6,4,0.0,0.0,0.0,0.0,0.0,4,1,3,3,0.0,0.0,77,32,44,37,17,14,0,0,,,,41.6,3.11,1.29,0.13,0.31,FW,Monaco,fr Ligue 1,24.0,False,Folarin Balogun,0
1269,Max Arfsten,47,USA,FWD,4.4,playing,0,0.0,0,0.0,,,,,76.0,Max Arfsten,100.0,5.2,0.1923,13.0,0.0769,13.0,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Matt Turner,47,USA,GK,4.0,playing,0,0.0,1,0.6,,,0.0,,76.0,,,150.0,0.0067,,,,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,0.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Matt Freese,47,USA,GK,4.2,playing,11,5.5,2,3.9,2.0,9.0,,,76.0,,,150.0,0.0067,,,,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,1.0,1.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Chris Brady,47,USA,GK,3.5,playing,0,0.0,0,0.7,,,,,76.0,,,150.0,0.0067,,,,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Christian Pulisic,47,USA,MID,7.0,playing,6,3.0,2,5.4,5.0,,1.0,,76.0,Christian Pulišić,100.0,2.0,0.5,4.15,0.241,4.15,USA,Bosnia and Herzegovina,True,Bosnia and Herzegovina,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,,,,,0.4861,1.16,1.33,1.75,0.5139,,0.0,1.0,1.0,1.0,77.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30,18,1609,17.9,8,4,12,8,8,3,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,54,25,11,23,3,37,0,0,,,,46.3,3.02,1.4,0.15,0.32,FW,Milan,it Serie A,26.0,False,Christian Pulisic,0
1318,Lisandro Martínez,2,Argentina,DEF,4.6,playing,18,9.0,2,9.2,9.0,9.0,,,80.0,Lisandro Martínez,100.0,9.25,0.1081,25.0,0.04,25.0,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,0.0,2.0,0.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18,13,1233,13.7,0,0,0,0,11,12,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,5,0,9,2,0,2,1,0,,,,0.0,0.36,0.0,0.0,,DF,Manchester Utd,eng Premier League,27.0,False,Lisandro Martínez,0
1320,Facundo Medina,2,Argentina,DEF,4.0,playing,20,10.0,2,15.0,9.0,11.0,,,80.0,Facundo Medina,100.0,9.25,0.1081,25.0,0.04,25.0,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,1.0,2.0,0.0,172.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,1365,15.2,0,1,1,0,16,24,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,4,1,24,9,0,13,1,0,,,,25.0,0.26,0.07,0.0,0.0,DF,Marseille,fr Ligue 1,26.0,True,Facundo Medina,0
1323,Gonzalo Montiel,2,Argentina,DEF,4.3,playing,1,1.0,1,0.2,1.0,,,,80.0,Gonzalo Montiel,100.0,5.4,0.1852,14.0,0.0714,14.0,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,0.0,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Giovani Lo Celso,2,Argentina,MID,6.2,playing,11,11.0,1,0.1,,,11.0,,80.0,Giovani Lo Celso,100.0,3.75,0.2667,9.25,0.1081,9.5,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,1.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24,15,1393,15.5,2,3,5,2,13,6,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,30,11,9,42,4,61,0,0,,,,36.7,1.94,0.71,0.07,0.18,MF,Real Betis,es La Liga,29.0,False,Giovani Lo Celso,0
1338,Lautaro Martínez,2,Argentina,FWD,8.8,playing,14,4.7,3,2.6,1.0,4.0,9.0,,80.0,Lautaro Martínez,100.0,1.83,0.5464,3.8,0.2632,3.8,Argentina,Cabo Verde,True,Cabo Verde,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,1.06,1.31,0.852,0.7634,0.6204,1.05,1.14,2.37,0.3796,0.148,1.0,0.0,2.0,1.0,180.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,30,27,2159,24.0,17,6,23,17,13,6,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,92,39,47,47,8,17,0,0,,,,42.4,3.84,1.63,0.18,0.44,FW,Inter,it Serie A,27.0,False,Lautaro Martínez,0
1341,Dennis Hadzikadunic,6,Bosnia and Herzegovina,DEF,3.7,playing,4,4.0,1,0.0,,,4.0,,76.0,Dennis Hadzikadunic,100.0,15.5,0.0645,40.0,0.025,45.0,USA,Bosnia and Herzegovina,False,USA,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,1.75,4.15,0.5139,0.241,,3.85,7.3,,,0.4861,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,Ermin Mahmic,6,Bosnia and Herzegovina,MID,4.2,playing,17,8.5,2,0.3,,9.0,8.0,,76.0,Ermin Mahmic,100.0,5.3,0.1887,13.0,0.0769,13.5,USA,Bosnia and Herzegovina,False,USA,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,1.75,4.15,0.5139,0.241,,3.85,7.3,,,0.4861,2.0,0.0,1.0,1.0,27.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Weverton,7,Brazil,GK,4.5,playing,0,0.0,0,0.1,,,,,,,,150.0,0.0067,,,,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Alex Sandro,7,Brazil,DEF,4.5,playing,1,1.0,1,0.4,,,1.0,,,Alex Sandro,100.0,9.75,0.1026,24.0,0.0417,24.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,Bruno Guimarães,7,Brazil,MID,6.8,playing,31,7.8,4,5.3,8.0,4.0,12.0,7.0,,Bruno Guimarães,100.0,6.8,0.1471,16.0,0.0625,16.5,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,4.0,2.0,2.0,340.0,0.0,0.0,1.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,29,27,2453,27.3,9,5,14,7,41,16,0.0,0.0,0.0,0.0,0.0,6,0,2,2,0.0,0.0,42,23,45,75,2,82,0,0,,,,54.8,1.54,0.84,0.17,0.3,MF,Newcastle United,eng Premier League,27.0,False,Bruno Guimarães,0
1366,Raphinha,7,Brazil,MID,8.2,playing,3,1.5,2,8.9,2.0,1.0,,,,Raphinha,100.0,2.77,0.361,5.9,0.1695,5.9,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,1.0,1.0,130.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,18,1380,15.3,13,3,16,10,6,6,0.0,0.0,0.0,0.0,0.0,5,0,3,3,0.0,0.0,65,24,10,10,4,72,0,0,,,,36.9,4.24,1.57,0.15,0.42,"MF,FW",Barcelona,es La Liga,28.0,False,Raphinha,0
1369,Neymar,7,Brazil,MID,7.2,playing,1,1.0,1,2.3,,,1.0,,,Neymar,100.0,2.7,0.3704,5.7,0.1754,5.7,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Yerry Mina,10,Colombia,DEF,4.2,playing,0,0.0,0,0.2,,,,,86.0,Yerry Mina,100.0,9.25,0.1081,21.0,0.0476,22.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,26,2150,23.9,2,0,2,2,18,26,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0.0,10,3,26,37,3,1,0,1,,,,30.0,0.42,0.13,0.2,0.67,DF,Cagliari,it Serie A,30.0,True,Yerry Mina,0
1379,Willer Ditta,10,Colombia,DEF,3.7,playing,0,0.0,0,0.1,,,,,86.0,Willer Ditta,100.0,11.25,0.0889,26.0,0.0385,27.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,Juan Portilla,10,Colombia,MID,4.7,playing,0,0.0,0,0.0,,,,,86.0,Juan Portilla,100.0,5.4,0.1852,12.0,0.0833,12.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Cucho Hernández,10,Colombia,FWD,6.3,playing,4,4.0,1,0.2,4.0,,,,86.0,Cucho Hernández,100.0,2.52,0.3968,5.0,0.2,5.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Augustine Boakye,21,Ghana,MID,4.9,playing,0,0.0,0,0.0,,,,,86.0,Augustine Boakye,100.0,6.0,0.1667,13.0,0.0769,13.5,Colombia,Ghana,False,Colombia,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,,,,,0.2248,3.35,6.5,1.16,0.7752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Mateo Chávez,28,Mexico,DEF,3.5,playing,16,16.0,1,1.1,,,16.0,,82.0,Mateo Chavez,100.0,17.0,0.0588,26.0,0.0385,27.0,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,1.0,0.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,César Huerta,28,Mexico,MID,6.3,playing,1,1.0,1,0.1,,1.0,,,82.0,César Huerta,100.0,5.0,0.2,8.25,0.1212,8.25,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Edson Álvarez,28,Mexico,MID,6.0,playing,7,2.3,3,0.4,1.0,3.0,3.0,,82.0,Edson Álvarez,100.0,12.0,0.0833,19.0,0.0526,19.0,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,0.0,0.0,3.0,0.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Gilberto Mora,28,Mexico,MID,4.5,playing,4,2.0,2,0.6,1.0,,3.0,,82.0,Gilberto Mora,100.0,5.0,0.2,8.25,0.1212,8.25,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,0.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Luis Chávez,28,Mexico,MID,6.3,playing,1,1.0,1,0.1,1.0,,,,82.0,Luis Chávez,100.0,7.0,0.1429,11.25,0.0889,11.5,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Luis Romo,28,Mexico,MID,5.5,playing,20,10.0,2,0.6,,12.0,8.0,,82.0,Luis Romo,100.0,9.0,0.1111,14.5,0.069,14.5,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,1.0,1.0,2.0,0.0,134.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Santiago Giménez,28,Mexico,FWD,6.8,playing,2,1.0,2,0.3,,1.0,1.0,,82.0,Santiago Giménez,100.0,3.5,0.2857,5.7,0.1754,5.7,Mexico,Ecuador,True,Ecuador,2.22,2.9,3.9,0.4215,2.52,0.3522,4.2,1.35,2.55,0.6667,0.3922,0.4451,1.5,2.15,1.62,0.5549,0.3333,0.0,0.0,2.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11,892,9.9,0,1,1,0,5,1,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,27,9,10,15,7,1,0,0,,,,33.3,2.72,0.91,0.0,0.0,FW,Milan,it Serie A,24.0,False,Santiago Giménez,0
1522,Thibaut Courtois,5,Belgium,GK,4.9,playing,12,4.0,3,9.8,2.0,8.0,2.0,,84.0,,,150.0,0.0067,,,,Belgium,Senegal,True,Senegal,2.2,3.25,3.5,0.507,1.95,0.4538,3.1,1.25,2.12,0.7191,0.4717,0.365,1.53,2.1,1.42,0.635,0.2809,0.0,0.0,1.0,2.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32,32,2880,32.0,0,0,0,0,1,0,28.0,70.0,13.0,4.0,0.0,1,0,0,0,94.0,0.0,0,0,1,2,0,0,0,0,74.5,40.6,0.87,,0.0,0.0,,,GK,Real Madrid,es La Liga,33.0,False,Thibaut Courtois,0
1523,Mike Penders,5,Belgium,GK,3.5,playing,0,0.0,0,0.6,,,,,84.0,,,150.0,0.0067,,,,Belgium,Senegal,True,Senegal,2.2,3.25,3.5,0.507,1.95,0.4538,3.1,1.25,2.12,0.7191,0.4717,0.365,1.53,2.1,1.42,0.635,0.2809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,2970,33.0,0,0,0,0,0,0,47.0,107.0,8.0,4.0,1.0,3,0,0,0,149.0,0.0,0,0,1,2,0,0,0,0,71.1,24.2,1.42,,0.0,0.0,,,GK,Strasbourg,fr Ligue 1,20.0,False,Mike Penders,0
